lob,vintage,model_score,gross_loss,recovery,ltv,apr,ragu_score,amt_financed_x,month_run
KMX,2025 Q3,140.9405733412554,0.6131325439036552,5.279778938875103,-0.36448288573940735,0.013759842734602096,146.48276178102932,378587880.94,2026 M07
KMX,2025 Q4,141.6073968566372,0.5837656269348032,5.0274258238236245,-0.15528186086811988,0.2940802417596899,147.3573866882872,341169741.93,2026 M07
KMX,2026 Q1,142.40881482052424,0.297654342323223,4.6562804921784,0.3143636085283255,0.20140810369432569,147.87852136724854,559646274.66,2026 M07
KMX,2026 Q2,142.91548457742644,0.2074014656528772,4.450895081163515,0.6586672160810711,0.29893753289378183,148.5313858732177,457396647.88,2026 M07
Franchise Independent,2024 Q1,137.47430489041486,0.28729032507974755,8.369119832506007,6.130617672309597,-0.12576371367765504,152.13556900663252,270159390.05,2026 M07
Franchise Independent,2024 Q2,138.71164074332611,0.9046987137807977,8.096743105265276,6.503036214062806,0.0577826916325397,154.2739014680675,316421935.77,2026 M07
Franchise Independent,2024 Q3,140.0227412886355,1.0377739479524004,7.637686503364659,6.9908019643486945,-0.044588124159188995,155.64441558014207,227471487.48,2026 M07
Franchise Independent,2024 Q4,138.53769314008053,0.9385355980459518,8.551234164155664,6.9626889013849,-0.24546655287828142,154.74468525078876,240979408.52999997,2026 M07
Franchise Independent,2025 Q1,138.0688751158132,0.9975744308285621,8.766021739517754,6.611952172152943,-0.28434544731548744,154.160078010997,381862775.56,2026 M07
Franchise Independent,2025 Q2,139.13995022331906,1.3525864371388412,8.34307635739134,7.475047775899783,-0.08406659553372343,156.22659419821528,390920259.7199999,2026 M07
Franchise Independent,2025 Q3,139.51520005719271,1.634336051941972,8.280477558404908,7.2538428932521395,-0.10590258949110358,156.57795397130064,334299310.43,2026 M07
Franchise Independent,2025 Q4,140.4296759500149,1.8267887377758298,8.034878074355634,7.113694940742664,-0.11310857272446721,157.29192913016456,269135750.0,2026 M07
Franchise Independent,2026 Q1,141.63210338703036,1.7890426378397077,7.314756689000164,6.190197867369643,0.04403398781350525,156.97013456905336,373580281.99,2026 M07
Franchise Independent,2026 Q2,142.01921376096448,1.9273166888712028,7.2242788927974635,6.436717433545024,0.29973321231129646,157.90725998848941,409661268.35,2026 M07
Franchise Independent,2026 Q3,142.35006793172784,1.9866025299936894,7.0642335159851815,6.3769739968218575,0.4385076613000279,158.21638563582857,40548316.65,2026 M07
nonKMX,2024 Q1,137.08240420172373,0.01423590538199164,8.450176122156911,4.97204448979054,-0.15782685150191214,150.36103386755127,385690668.93,2026 M07
nonKMX,2024 Q2,138.25102449170186,0.5912426849304685,8.197532692036043,5.5405589959798895,-0.010203923950605289,152.57015494069762,418268754.64,2026 M07
nonKMX,2024 Q3,139.14718747557993,0.616459516877638,7.943545291385905,5.759731539479124,-0.08035011123581541,153.38657371208674,308483308.89,2026 M07
nonKMX,2024 Q4,137.54539178208884,0.5654466736296297,9.003200881289331,5.529717852817857,-0.23959550158046206,152.40416168824518,333052444.59999996,2026 M07
nonKMX,2025 Q1,137.07228691377333,0.4136297904460133,9.315231993683748,5.310930241962151,-0.2693327260279115,151.8427462138373,532985348.59000003,2026 M07
nonKMX,2025 Q2,138.45415103377323,1.0497738166334674,8.669012725185672,6.23482717077502,-0.10800584617331521,154.29975890019406,521106011.5899999,2026 M07
nonKMX,2025 Q3,138.89598789633826,1.2482903676496935,8.561463233775303,6.0689668122075675,-0.1271899507466207,154.64751835922422,442961749.53,2026 M07
nonKMX,2025 Q4,139.60577256819644,1.58091870986098,8.414144819627417,5.876395391640482,-0.13012010521979417,155.34711138410552,360548831.21000004,2026 M07
nonKMX,2026 Q1,141.2649604706037,1.5760531536569515,7.486689105374428,5.3377552659873535,0.0024115711167597507,155.66786956673917,469238817.47,2026 M07
nonKMX,2026 Q2,142.00239564760275,1.7224797094596105,7.193014489728587,5.910375219529674,0.2490034385661681,157.07726850488677,470079255.82000005,2026 M07
